battery_id,cycle,soh,freq_Hz,z_real_ohm,z_imag_ohm
SIM-LCO-37-03,710,0.7998,10000.0,0.30023,-0.028116
SIM-LCO-37-03,803,0.7497,10.0,0.350463,-0.013302
SIM-LCO-37-03,803,0.7497,20.0,0.354331,-0.013665
SIM-LCO-37-03,803,0.7497,50.0,0.348642,-0.014238
SIM-LCO-37-03,803,0.7497,100.0,0.347319,-0.016486
SIM-LCO-37-03,803,0.7497,200.0,0.347822,-0.018721
SIM-LCO-37-03,803,0.7497,500.0,0.345406,-0.020009
SIM-LCO-37-03,803,0.7497,1000.0,0.352114,-0.021916
SIM-LCO-37-03,803,0.7497,2000.0,0.350593,-0.023706
SIM-LCO-37-03,803,0.7497,5000.0,0.351245,-0.024794
SIM-LCO-37-03,803,0.7497,10000.0,0.351686,-0.025208
SIM-LCO-37-03,894,0.7001,10.0,0.374795,-0.013514
SIM-LCO-37-03,894,0.7001,20.0,0.379836,-0.014424
SIM-LCO-37-03,894,0.7001,50.0,0.377753,-0.015287
SIM-LCO-37-03,894,0.7001,100.0,0.378932,-0.018625
SIM-LCO-37-03,894,0.7001,200.0,0.372695,-0.017833
SIM-LCO-37-03,894,0.7001,500.0,0.378163,-0.020343
SIM-LCO-37-03,894,0.7001,1000.0,0.381705,-0.020706
SIM-LCO-37-03,894,0.7001,2000.0,0.380503,-0.02255
SIM-LCO-37-03,894,0.7001,5000.0,0.380982,-0.024998
SIM-LCO-37-03,894,0.7001,10000.0,0.388441,-0.026633
SIM-LCO-38-01,126,0.9499,10.0,0.191519,-0.014005
SIM-LCO-38-01,126,0.9499,20.0,0.190646,-0.012272
SIM-LCO-38-01,126,0.9499,50.0,0.187694,-0.013934
SIM-LCO-38-01,126,0.9499,100.0,0.190046,-0.01731
SIM-LCO-38-01,126,0.9499,200.0,0.18886,-0.018
SIM-LCO-38-01,126,0.9499,500.0,0.189894,-0.019995
SIM-LCO-38-01,126,0.9499,1000.0,0.191143,-0.02139
SIM-LCO-38-01,126,0.9499,2000.0,0.18916,-0.021057
SIM-LCO-38-01,126,0.9499,5000.0,0.191633,-0.024337
SIM-LCO-38-01,126,0.9499,10000.0,0.190281,-0.025228
SIM-LCO-38-01,268,0.8999,10.0,0.229997,-0.014064
SIM-LCO-38-01,268,0.8999,20.0,0.229372,-0.013833
SIM-LCO-38-01,268,0.8999,50.0,0.227556,-0.016531
SIM-LCO-38-01,268,0.8999,100.0,0.225844,-0.018103
SIM-LCO-38-01,268,0.8999,200.0,0.231893,-0.017795
SIM-LCO-38-01,268,0.8999,500.0,0.229168,-0.017892
SIM-LCO-38-01,268,0.8999,1000.0,0.229487,-0.020003
SIM-LCO-38-01,268,0.8999,2000.0,0.229302,-0.022149
SIM-LCO-38-01,268,0.8999,5000.0,0.227986,-0.022516
SIM-LCO-38-01,268,0.8999,10000.0,0.23076,-0.024245
SIM-LCO-38-01,409,0.85,10.0,0.26197,-0.011766
SIM-LCO-38-01,409,0.85,20.0,0.260852,-0.012816
SIM-LCO-38-01,409,0.85,50.0,0.261174,-0.017731
SIM-LCO-38-01,409,0.85,100.0,0.265065,-0.015795
SIM-LCO-38-01,409,0.85,200.0,0.262377,-0.019443
SIM-LCO-38-01,409,0.85,500.0,0.266938,-0.018736
SIM-LCO-38-01,409,0.85,1000.0,0.261281,-0.022236
SIM-LCO-38-01,409,0.85,2000.0,0.262484,-0.022677
SIM-LCO-38-01,409,0.85,5000.0,0.262203,-0.024504
SIM-LCO-38-01,409,0.85,10000.0,0.262943,-0.025471
SIM-LCO-38-01,509,0.8001,10.0,0.305284,-0.01261
SIM-LCO-38-01,509,0.8001,20.0,0.301666,-0.013814
SIM-LCO-38-01,509,0.8001,50.0,0.297885,-0.016459
SIM-LCO-38-01,509,0.8001,100.0,0.299932,-0.017809
SIM-LCO-38-01,509,0.8001,200.0,0.305142,-0.01744
SIM-LCO-38-01,509,0.8001,500.0,0.29715,-0.019755
SIM-LCO-38-01,509,0.8001,1000.0,0.305433,-0.019159
SIM-LCO-38-01,509,0.8001,2000.0,0.300066,-0.021907
SIM-LCO-38-01,509,0.8001,5000.0,0.304631,-0.022896
SIM-LCO-38-01,509,0.8001,10000.0,0.305034,-0.025229
SIM-LCO-38-01,574,0.7501,10.0,0.350787,-0.012814
SIM-LCO-38-01,574,0.7501,20.0,0.342219,-0.011988
SIM-LCO-38-01,574,0.7501,50.0,0.348663,-0.015986
SIM-LCO-38-01,574,0.7501,100.0,0.343721,-0.01699
SIM-LCO-38-01,574,0.7501,200.0,0.342377,-0.018177
SIM-LCO-38-01,574,0.7501,500.0,0.350187,-0.020121
SIM-LCO-38-01,574,0.7501,1000.0,0.344393,-0.021784
SIM-LCO-38-01,574,0.7501,2000.0,0.347538,-0.021036
SIM-LCO-38-01,574,0.7501,5000.0,0.348401,-0.023898
SIM-LCO-38-01,574,0.7501,10000.0,0.351979,-0.026189
SIM-LCO-38-01,640,0.6998,10.0,0.373359,-0.013233
SIM-LCO-38-01,640,0.6998,20.0,0.377934,-0.012738
SIM-LCO-38-01,640,0.6998,50.0,0.379881,-0.018012
SIM-LCO-38-01,640,0.6998,100.0,0.374888,-0.017379
SIM-LCO-38-01,640,0.6998,200.0,0.377667,-0.017653
SIM-LCO-38-01,640,0.6998,500.0,0.369421,-0.020571
SIM-LCO-38-01,640,0.6998,1000.0,0.377405,-0.020938
SIM-LCO-38-01,640,0.6998,2000.0,0.378951,-0.022071
SIM-LCO-38-01,640,0.6998,5000.0,0.373797,-0.024965
SIM-LCO-38-01,640,0.6998,10000.0,0.372987,-0.025796
SIM-LCO-38-02,123,0.9501,10.0,0.196259,-0.010808
SIM-LCO-38-02,123,0.9501,20.0,0.195884,-0.012742
SIM-LCO-38-02,123,0.9501,50.0,0.19708,-0.014819
SIM-LCO-38-02,123,0.9501,100.0,0.199122,-0.016239
SIM-LCO-38-02,123,0.9501,200.0,0.194939,-0.018202
SIM-LCO-38-02,123,0.9501,500.0,0.198032,-0.018706
SIM-LCO-38-02,123,0.9501,1000.0,0.196434,-0.020775
SIM-LCO-38-02,123,0.9501,2000.0,0.197752,-0.020959
SIM-LCO-38-02,123,0.9501,5000.0,0.197687,-0.023981
SIM-LCO-38-02,123,0.9501,10000.0,0.196565,-0.022806
SIM-LCO-38-02,266,0.9003,10.0,0.23439,-0.014481
SIM-LCO-38-02,266,0.9003,20.0,0.231574,-0.014033
SIM-LCO-38-02,266,0.9003,50.0,0.232284,-0.014361
SIM-LCO-38-02,266,0.9003,100.0,0.227215,-0.016947
SIM-LCO-38-02,266,0.9003,200.0,0.234554,-0.017971
SIM-LCO-38-02,266,0.9003,500.0,0.231941,-0.01765
SIM-LCO-38-02,266,0.9003,1000.0,0.22756,-0.020862
SIM-LCO-38-02,266,0.9003,2000.0,0.226842,-0.021134
SIM-LCO-38-02,266,0.9003,5000.0,0.23373,-0.023042
SIM-LCO-38-02,266,0.9003,10000.0,0.229089,-0.023964
SIM-LCO-38-02,408,0.8504,10.0,0.262974,-0.012352
SIM-LCO-38-02,408,0.8504,20.0,0.263759,-0.013284
SIM-LCO-38-02,408,0.8504,50.0,0.263844,-0.01653
SIM-LCO-38-02,408,0.8504,100.0,0.26343,-0.018701
SIM-LCO-38-02,408,0.8504,200.0,0.263196,-0.018073
SIM-LCO-38-02,408,0.8504,500.0,0.268431,-0.019797
SIM-LCO-38-02,408,0.8504,1000.0,0.267606,-0.020541
SIM-LCO-38-02,408,0.8504,2000.0,0.259509,-0.021596
SIM-LCO-38-02,408,0.8504,5000.0,0.264917,-0.02301
SIM-LCO-38-02,408,0.8504,10000.0,0.26024,-0.024848
SIM-LCO-38-02,492,0.7998,10.0,0.300611,-0.013478
SIM-LCO-38-02,492,0.7998,20.0,0.299464,-0.013997
SIM-LCO-38-02,492,0.7998,50.0,0.297469,-0.014932
SIM-LCO-38-02,492,0.7998,100.0,0.299178,-0.016898
SIM-LCO-38-02,492,0.7998,200.0,0.299346,-0.017588
SIM-LCO-38-02,492,0.7998,500.0,0.298473,-0.020687
SIM-LCO-38-02,492,0.7998,1000.0,0.297829,-0.021764
SIM-LCO-38-02,492,0.7998,2000.0,0.301635,-0.023142
SIM-LCO-38-02,492,0.7998,5000.0,0.300797,-0.02416
SIM-LCO-38-02,492,0.7998,10000.0,0.294004,-0.025411
SIM-LCO-38-02,557,0.7501,10.0,0.343188,-0.011451
SIM-LCO-38-02,557,0.7501,20.0,0.333218,-0.014081
SIM-LCO-38-02,557,0.7501,50.0,0.340778,-0.016834
SIM-LCO-38-02,557,0.7501,100.0,0.342575,-0.017101
SIM-LCO-38-02,557,0.7501,200.0,0.341216,-0.019327
SIM-LCO-38-02,557,0.7501,500.0,0.337768,-0.020283
SIM-LCO-38-02,557,0.7501,1000.0,0.342293,-0.023022
SIM-LCO-38-02,557,0.7501,2000.0,0.34066,-0.020634
SIM-LCO-38-02,557,0.7501,5000.0,0.339949,-0.026227
SIM-LCO-38-02,557,0.7501,10000.0,0.343206,-0.027189
SIM-LCO-38-02,621,0.6993,10.0,0.378011,-0.012869
SIM-LCO-38-02,621,0.6993,20.0,0.378548,-0.014384
SIM-LCO-38-02,621,0.6993,50.0,0.376684,-0.016458
SIM-LCO-38-02,621,0.6993,100.0,0.380758,-0.017379
SIM-LCO-38-02,621,0.6993,200.0,0.37459,-0.01983
SIM-LCO-38-02,621,0.6993,500.0,0.373881,-0.021144
SIM-LCO-38-02,621,0.6993,1000.0,0.377332,-0.022445
SIM-LCO-38-02,621,0.6993,2000.0,0.379914,-0.022686
SIM-LCO-38-02,621,0.6993,5000.0,0.382144,-0.025411
SIM-LCO-38-02,621,0.6993,10000.0,0.382342,-0.027761
SIM-LCO-38-03,119,0.9502,10.0,0.183486,-0.012114
SIM-LCO-38-03,119,0.9502,20.0,0.187345,-0.014117
SIM-LCO-38-03,119,0.9502,50.0,0.188174,-0.016418
SIM-LCO-38-03,119,0.9502,100.0,0.186179,-0.01593
SIM-LCO-38-03,119,0.9502,200.0,0.18786,-0.017617
SIM-LCO-38-03,119,0.9502,500.0,0.188401,-0.016929
SIM-LCO-38-03,119,0.9502,1000.0,0.188554,-0.018978
SIM-LCO-38-03,119,0.9502,2000.0,0.1891,-0.019814
SIM-LCO-38-03,119,0.9502,5000.0,0.187313,-0.024398
SIM-LCO-38-03,119,0.9502,10000.0,0.190818,-0.024865
SIM-LCO-38-03,266,0.8999,10.0,0.227771,-0.012672
SIM-LCO-38-03,266,0.8999,20.0,0.228386,-0.013291
SIM-LCO-38-03,266,0.8999,50.0,0.22662,-0.016175
SIM-LCO-38-03,266,0.8999,100.0,0.224828,-0.017133
SIM-LCO-38-03,266,0.8999,200.0,0.22627,-0.017816
SIM-LCO-38-03,266,0.8999,500.0,0.22611,-0.019237
SIM-LCO-38-03,266,0.8999,1000.0,0.225966,-0.022388
SIM-LCO-38-03,266,0.8999,2000.0,0.228317,-0.022603
SIM-LCO-38-03,266,0.8999,5000.0,0.229822,-0.0239
SIM-LCO-38-03,266,0.8999,10000.0,0.223955,-0.026527
SIM-LCO-38-03,403,0.8495,10.0,0.274643,-0.011257
SIM-LCO-38-03,403,0.8495,20.0,0.274994,-0.013463
SIM-LCO-38-03,403,0.8495,50.0,0.271156,-0.015523
SIM-LCO-38-03,403,0.8495,100.0,0.272579,-0.016719
SIM-LCO-38-03,403,0.8495,200.0,0.272589,-0.016382
SIM-LCO-38-03,403,0.8495,500.0,0.27248,-0.019455
SIM-LCO-38-03,403,0.8495,1000.0,0.269997,-0.021005
SIM-LCO-38-03,403,0.8495,2000.0,0.266758,-0.022439
SIM-LCO-38-03,403,0.8495,5000.0,0.273619,-0.023452
SIM-LCO-38-03,403,0.8495,10000.0,0.279949,-0.025751
SIM-LCO-38-03,500,0.8004,10.0,0.297571,-0.013027
SIM-LCO-38-03,500,0.8004,20.0,0.300681,-0.01392
SIM-LCO-38-03,500,0.8004,50.0,0.303709,-0.016808
SIM-LCO-38-03,500,0.8004,100.0,0.302281,-0.017983
SIM-LCO-38-03,500,0.8004,200.0,0.299863,-0.018629
SIM-LCO-38-03,500,0.8004,500.0,0.300773,-0.017773
SIM-LCO-38-03,500,0.8004,1000.0,0.300972,-0.021111
SIM-LCO-38-03,500,0.8004,2000.0,0.301377,-0.020621
SIM-LCO-38-03,500,0.8004,5000.0,0.304375,-0.025411
SIM-LCO-38-03,500,0.8004,10000.0,0.298614,-0.026097
SIM-LCO-38-03,565,0.7503,10.0,0.334589,-0.012304
SIM-LCO-38-03,565,0.7503,20.0,0.337387,-0.014743
SIM-LCO-38-03,565,0.7503,50.0,0.340989,-0.014239
SIM-LCO-38-03,565,0.7503,100.0,0.341479,-0.016456
SIM-LCO-38-03,565,0.7503,200.0,0.332387,-0.019893
SIM-LCO-38-03,565,0.7503,500.0,0.337243,-0.021785
SIM-LCO-38-03,565,0.7503,1000.0,0.332073,-0.020758
SIM-LCO-38-03,565,0.7503,2000.0,0.337477,-0.022074
SIM-LCO-38-03,565,0.7503,5000.0,0.334672,-0.0232
SIM-LCO-38-03,565,0.7503,10000.0,0.337773,-0.025115
SIM-LCO-38-03,629,0.7,10.0,0.369676,-0.013242
SIM-LCO-38-03,629,0.7,20.0,0.372244,-0.015208
SIM-LCO-38-03,629,0.7,50.0,0.362949,-0.015682
SIM-LCO-38-03,629,0.7,100.0,0.369672,-0.015887
SIM-LCO-38-03,629,0.7,200.0,0.372858,-0.018073
SIM-LCO-38-03,629,0.7,500.0,0.365714,-0.021654
SIM-LCO-38-03,629,0.7,1000.0,0.369991,-0.022517
SIM-LCO-38-03,629,0.7,2000.0,0.367582,-0.023178
SIM-LCO-38-03,629,0.7,5000.0,0.365649,-0.023864
SIM-LCO-38-03,629,0.7,10000.0,0.367249,-0.024613
SIM-LCO-39-01,70,0.9503,10.0,0.183687,-0.012949
SIM-LCO-39-01,70,0.9503,20.0,0.184147,-0.012674
SIM-LCO-39-01,70,0.9503,50.0,0.18723,-0.015064
SIM-LCO-39-01,70,0.9503,100.0,0.188379,-0.013028
SIM-LCO-39-01,70,0.9503,200.0,0.185522,-0.017056
SIM-LCO-39-01,70,0.9503,500.0,0.187169,-0.01885
SIM-LCO-39-01,70,0.9503,1000.0,0.186129,-0.020509
SIM-LCO-39-01,70,0.9503,2000.0,0.184235,-0.020963
SIM-LCO-39-01,70,0.9503,5000.0,0.184838,-0.022549
SIM-LCO-39-01,70,0.9503,10000.0,0.18802,-0.025128
SIM-LCO-39-01,153,0.9003,10.0,0.223225,-0.011404
SIM-LCO-39-01,153,0.9003,20.0,0.219044,-0.013052
SIM-LCO-39-01,153,0.9003,50.0,0.221496,-0.015675
SIM-LCO-39-01,153,0.9003,100.0,0.221319,-0.015656
SIM-LCO-39-01,153,0.9003,200.0,0.219986,-0.01726
SIM-LCO-39-01,153,0.9003,500.0,0.223276,-0.020311
SIM-LCO-39-01,153,0.9003,1000.0,0.220304,-0.021646
SIM-LCO-39-01,153,0.9003,2000.0,0.222401,-0.021699
SIM-LCO-39-01,153,0.9003,5000.0,0.221184,-0.023108
SIM-LCO-39-01,153,0.9003,10000.0,0.21677,-0.025183
SIM-LCO-39-01,241,0.8499,10.0,0.272133,-0.011244
SIM-LCO-39-01,241,0.8499,20.0,0.271734,-0.012977
SIM-LCO-39-01,241,0.8499,50.0,0.266792,-0.015208
SIM-LCO-39-01,241,0.8499,100.0,0.273633,-0.016467
SIM-LCO-39-01,241,0.8499,200.0,0.2732,-0.019349
SIM-LCO-39-01,241,0.8499,500.0,0.275622,-0.020121
SIM-LCO-39-01,241,0.8499,1000.0,0.273132,-0.021257
SIM-LCO-39-01,241,0.8499,2000.0,0.273402,-0.022281
SIM-LCO-39-01,241,0.8499,5000.0,0.268327,-0.024878
SIM-LCO-39-01,241,0.8499,10000.0,0.267058,-0.027622
SIM-LCO-39-01,290,0.7998,10.0,0.300653,-0.014206
SIM-LCO-39-01,290,0.7998,20.0,0.302629,-0.013858
SIM-LCO-39-01,290,0.7998,50.0,0.302885,-0.014503
SIM-LCO-39-01,290,0.7998,100.0,0.296868,-0.017538
SIM-LCO-39-01,290,0.7998,200.0,0.296341,-0.018923
SIM-LCO-39-01,290,0.7998,500.0,0.302826,-0.01916
SIM-LCO-39-01,290,0.7998,1000.0,0.301489,-0.022712
SIM-LCO-39-01,290,0.7998,2000.0,0.307759,-0.022463
SIM-LCO-39-01,290,0.7998,5000.0,0.302528,-0.02589
SIM-LCO-39-01,290,0.7998,10000.0,0.305761,-0.026066
SIM-LCO-39-01,330,0.7495,10.0,0.345912,-0.014178
SIM-LCO-39-01,330,0.7495,20.0,0.34855,-0.014358
SIM-LCO-39-01,330,0.7495,50.0,0.343878,-0.015645
SIM-LCO-39-01,330,0.7495,100.0,0.336887,-0.016198
SIM-LCO-39-01,330,0.7495,200.0,0.337914,-0.018724
SIM-LCO-39-01,330,0.7495,500.0,0.338256,-0.020839
