battery_id,chemistry,temperature_C,charge_rate_C,dod_pct,batch_id,is_abnormal,rated_capacity_Ah,r0_pct_per_cyc,knee_soh,eol_cycle,reached_eol
SIM-NCM-07-03,NCM,10,2.0,70,1,False,4.840594868669314,0.023375258383224403,0.8241919208196301,975,True
SIM-NCM-08-01,NCM,10,2.0,80,2,False,4.880522358295678,0.03135730306920601,0.8242497698146324,721,True
SIM-NCM-08-02,NCM,10,2.0,80,3,False,4.949605156193271,0.03135730306920601,0.840339588335995,694,True
SIM-NCM-08-03,NCM,10,2.0,80,1,False,4.930105596555993,0.03135730306920601,0.8490962694423602,678,True
SIM-NCM-09-01,NCM,10,2.0,90,2,False,4.910047580743172,0.04063256631896756,0.8462469513948772,523,True
SIM-NCM-09-02,NCM,10,2.0,90,3,False,4.738674320474144,0.04063256631896756,0.8366583031102914,535,True
SIM-NCM-09-03,NCM,10,2.0,90,1,False,4.909139912718763,0.04063256631896756,0.8294889014446567,545,True
SIM-NCM-10-01,NCM,23,0.5,70,2,False,4.879665668794709,0.018435274331818092,0.8452759777630658,1178,True
SIM-NCM-10-02,NCM,23,0.5,70,3,False,4.95581903145614,0.018435274331818092,0.8363154541988185,1205,True
SIM-NCM-10-03,NCM,23,0.5,70,1,False,4.912763920166197,0.018435274331818092,0.8312953877541861,1220,True
SIM-NCM-11-01,NCM,23,0.5,80,2,False,4.973801310091741,0.024730442543541772,0.8385772474658999,888,True
SIM-NCM-11-02,NCM,23,0.5,80,3,False,4.8127002985472735,0.024730442543541772,0.8269141872169299,914,True
SIM-NCM-11-03,NCM,23,0.5,80,1,False,4.819367790636339,0.024730442543541772,0.8319697613605084,903,True
SIM-NCM-12-01,NCM,23,0.5,90,2,True,4.580011982333598,0.03204552842220311,0.8423327631446482,675,True
SIM-NCM-12-02,NCM,23,0.5,90,3,False,4.673984328779456,0.03204552842220311,0.8339820338147119,689,True
SIM-NCM-12-03,NCM,23,0.5,90,1,False,4.923730954477564,0.03204552842220311,0.8455616854360188,669,True
SIM-NCM-13-01,NCM,23,1.0,70,2,False,5.057279870424865,0.026090701793047087,0.8342697112060415,850,True
SIM-NCM-13-02,NCM,23,1.0,70,3,False,4.8604977730696195,0.026090701793047087,0.8442061352006102,829,True
SIM-NCM-13-03,NCM,23,1.0,70,1,False,4.923229263720799,0.026090701793047087,0.8454597239743998,827,True
SIM-NCM-14-01,NCM,23,1.0,80,2,False,4.972696337624086,0.035,0.8493795506338494,605,True
SIM-NCM-14-02,NCM,23,1.0,80,3,False,4.9143697021197505,0.035,0.8346482173783931,628,True
SIM-NCM-14-03,NCM,23,1.0,80,1,False,4.886948560639164,0.035,0.8362911304651157,625,True
SIM-NCM-15-01,NCM,23,1.0,90,2,False,4.960447662000321,0.04535274663210615,0.8272504810183956,489,True
SIM-NCM-15-02,NCM,23,1.0,90,3,False,4.964179901214145,0.04535274663210615,0.8257621124064429,491,True
SIM-NCM-15-03,NCM,23,1.0,90,1,False,4.925831369167512,0.04535274663210615,0.8269770991937324,490,True
SIM-NCM-16-01,NCM,23,2.0,70,2,False,4.835431384944839,0.04250046978768073,0.8373421892917691,510,True
SIM-NCM-16-02,NCM,23,2.0,70,3,False,4.869094178344568,0.04250046978768073,0.8317502984587556,517,True
SIM-NCM-16-03,NCM,23,2.0,70,1,False,4.820641010994562,0.04250046978768073,0.8424935273035411,504,True
SIM-NCM-17-01,NCM,23,2.0,80,2,False,5.144944271742419,0.05701327830764729,0.82460057799896,388,True
SIM-NCM-17-02,NCM,23,2.0,80,3,False,4.958173947560712,0.05701327830764729,0.8222977729711791,390,True
SIM-NCM-17-03,NCM,23,2.0,80,1,False,4.776555906282457,0.05701327830764729,0.8451658485403029,368,True
SIM-NCM-18-01,NCM,23,2.0,90,2,False,4.978450738762678,0.07387739330721375,0.8457835437353863,279,True
SIM-NCM-18-02,NCM,23,2.0,90,3,False,4.752344172723582,0.07387739330721375,0.8226107650186836,297,True
SIM-NCM-18-03,NCM,23,2.0,90,1,False,4.8213821238088315,0.07387739330721375,0.8279358491487282,292,True
SIM-NCM-19-01,NCM,35,0.5,70,2,False,5.053576447157052,0.035027021230454376,0.8350856088613523,627,True
SIM-NCM-19-02,NCM,35,0.5,70,3,False,4.906394589829079,0.035027021230454376,0.8430258949133099,615,True
SIM-NCM-19-03,NCM,35,0.5,70,1,False,4.856622705676042,0.035027021230454376,0.8490363642014445,605,True
SIM-NCM-20-01,NCM,35,0.5,80,2,False,4.9953917775442624,0.04698784083272937,0.8389298036152378,458,True
SIM-NCM-20-02,NCM,35,0.5,80,3,False,4.76938774376985,0.04698784083272937,0.8454544503058425,450,True
SIM-NCM-20-03,NCM,35,0.5,80,1,False,4.910825345853772,0.04698784083272937,0.8454768530584824,450,True
SIM-NCM-21-01,NCM,35,0.5,90,2,False,4.943658432377677,0.060886504002185905,0.8325364519070022,355,True
SIM-NCM-21-02,NCM,35,0.5,90,3,False,4.907185339296938,0.060886504002185905,0.8485535819238069,340,True
SIM-NCM-21-03,NCM,35,0.5,90,1,False,4.974407006575821,0.060886504002185905,0.8399911252437758,348,True
SIM-NCM-22-01,NCM,35,1.0,70,2,False,4.935871156006646,0.04957233340678946,0.8280483415978614,445,True
SIM-NCM-22-02,NCM,35,1.0,70,3,False,4.953097849864665,0.04957233340678946,0.846569214595531,425,True
SIM-NCM-22-03,NCM,35,1.0,70,1,False,4.941154467171533,0.04957233340678946,0.8407560239303258,431,True
SIM-NCM-23-01,NCM,35,1.0,80,2,False,4.974842278873779,0.0665,0.8344189693972595,321,True
SIM-NCM-23-02,NCM,35,1.0,80,3,False,4.954044892395267,0.0665,0.8389019103517517,318,True
SIM-NCM-23-03,NCM,35,1.0,80,1,False,4.929392275303498,0.0665,0.837903404347098,319,True
SIM-NCM-24-01,NCM,35,1.0,90,2,False,5.03846609525509,0.08617021860100169,0.8390598337243889,241,True
SIM-NCM-24-02,NCM,35,1.0,90,3,False,4.874700261331299,0.08617021860100169,0.8324472686859867,245,True
SIM-NCM-24-03,NCM,35,1.0,90,1,False,4.909563899962033,0.08617021860100169,0.8481975651467524,235,True
SIM-NCM-25-01,NCM,35,2.0,70,2,False,4.84108638765562,0.08075089259659339,0.8242286069965198,268,True
SIM-NCM-25-02,NCM,35,2.0,70,3,False,4.907625120913225,0.08075089259659339,0.8376696558462351,260,True
SIM-NCM-25-03,NCM,35,2.0,70,1,True,4.57495971868699,0.08075089259659339,0.8319888795724074,263,True
SIM-NCM-26-01,NCM,35,2.0,80,2,False,4.945124253708971,0.10832522878452985,0.8288311305501072,193,True
SIM-NCM-26-02,NCM,35,2.0,80,3,False,4.796982772276926,0.10832522878452985,0.8442016344819182,185,True
SIM-NCM-26-03,NCM,35,2.0,80,1,False,4.872665103613713,0.10832522878452985,0.84481061987218,185,True
SIM-NCM-27-01,NCM,35,2.0,90,2,False,4.946465018341885,0.14036704728370614,0.8384002776596592,141,True
SIM-NCM-27-02,NCM,35,2.0,90,3,False,4.8988826361476745,0.14036704728370614,0.8202354246574326,148,True
SIM-NCM-27-03,NCM,35,2.0,90,1,False,4.987842930706536,0.14036704728370614,0.832326419206882,143,True
SIM-NCM-28-01,NCM,45,0.5,70,2,False,4.958206574626473,0.05530582299545427,0.8229221006265408,402,True
SIM-NCM-28-02,NCM,45,0.5,70,3,False,4.961184198290209,0.05530582299545427,0.825427835721459,399,True
SIM-NCM-28-03,NCM,45,0.5,70,1,False,4.915347694168494,0.05530582299545427,0.8214920778338927,403,True
SIM-NCM-29-01,NCM,45,0.5,80,2,False,4.965588393105391,0.07419132763062532,0.8337647595330678,287,True
SIM-NCM-29-02,NCM,45,0.5,80,3,False,4.869674733342524,0.07419132763062532,0.8360602813080604,285,True
SIM-NCM-29-03,NCM,45,0.5,80,1,False,4.8742189265321185,0.07419132763062532,0.8337786380724478,287,True
SIM-NCM-30-01,NCM,45,0.5,90,2,False,5.00400241320663,0.09613658526660931,0.8281427844408431,220,True
SIM-NCM-30-02,NCM,45,0.5,90,3,False,4.908107350449404,0.09613658526660931,0.843217478772135,212,True
SIM-NCM-30-03,NCM,45,0.5,90,1,False,4.952400899663044,0.09613658526660931,0.8348413043737265,216,True
SIM-NCM-31-01,NCM,45,1.0,70,2,False,4.938036099594332,0.07827210537914125,0.8286938579774139,274,True
SIM-NCM-31-02,NCM,45,1.0,70,3,False,4.9001288589477,0.07827210537914125,0.8324087650390486,272,True
SIM-NCM-31-03,NCM,45,1.0,70,1,False,5.062584682969644,0.07827210537914125,0.8319093134948512,272,True
SIM-NCM-32-01,NCM,45,1.0,80,2,False,4.91548478870057,0.10500000000000001,0.8475197226473514,190,True
SIM-NCM-32-02,NCM,45,1.0,80,3,False,4.788495003658102,0.10500000000000001,0.8451024874221433,191,True
SIM-NCM-32-03,NCM,45,1.0,80,1,False,4.901985079269435,0.10500000000000001,0.8218714674118246,203,True
SIM-NCM-33-01,NCM,45,1.0,90,2,False,4.934664517681615,0.13605823989631846,0.8387325126933033,146,True
SIM-NCM-33-02,NCM,45,1.0,90,3,False,4.817331160240049,0.13605823989631846,0.8471871900023322,142,True
SIM-NCM-33-03,NCM,45,1.0,90,1,False,4.884771319888621,0.13605823989631846,0.83268189310661,148,True
SIM-NCM-34-01,NCM,45,2.0,70,2,False,4.923564330667149,0.12750140936304222,0.8220536578446836,164,True
SIM-NCM-34-02,NCM,45,2.0,70,3,True,4.644589061575101,0.12750140936304222,0.8210059504127003,164,True
SIM-NCM-34-03,NCM,45,2.0,70,1,False,4.906355275539456,0.12750140936304222,0.8450825839074906,154,True
SIM-NCM-35-01,NCM,45,2.0,80,2,False,4.95328403863406,0.1710398349229419,0.83263628365346,114,True
SIM-NCM-35-02,NCM,45,2.0,80,3,False,4.870454171515124,0.1710398349229419,0.825021077419476,116,True
SIM-NCM-35-03,NCM,45,2.0,80,1,False,5.041399596699458,0.1710398349229419,0.8445139941888704,110,True
SIM-NCM-36-01,NCM,45,2.0,90,2,False,4.872099301800943,0.22163217992164128,0.837577037092205,82,True
SIM-NCM-36-02,NCM,45,2.0,90,3,False,4.866541744693075,0.22163217992164128,0.833819553254269,83,True
SIM-NCM-36-03,NCM,45,2.0,90,1,False,4.810112797381282,0.22163217992164128,0.8360599683674096,82,True
SIM-LCO-37-01,LCO,23,0.5,80,2,False,2.0494176198771985,0.024730442543541772,0.8369139908204937,892,True
SIM-LCO-37-02,LCO,23,0.5,80,3,False,1.9902517153873458,0.024730442543541772,0.8258115304113561,916,True
SIM-LCO-37-03,LCO,23,0.5,80,1,False,1.9263061632406209,0.024730442543541772,0.8355825997233798,895,True
SIM-LCO-38-01,LCO,23,1.0,80,2,False,1.9543275509634037,0.035,0.8268141657592316,640,True
SIM-LCO-38-02,LCO,23,1.0,80,3,False,1.9748209203597709,0.035,0.8384056153513609,622,True
SIM-LCO-38-03,LCO,23,1.0,80,1,False,2.0054379660191843,0.035,0.8327754974063004,631,True
SIM-LCO-39-01,LCO,23,2.0,80,2,False,1.984975741389518,0.05701327830764729,0.8423714567921874,371,True
SIM-LCO-39-02,LCO,23,2.0,80,3,False,1.938615564699369,0.05701327830764729,0.8362320612693588,377,True
SIM-LCO-39-03,LCO,23,2.0,80,1,False,1.988622763810151,0.05701327830764729,0.8270073868690989,385,True
SIM-LCO-40-01,LCO,35,0.5,80,2,False,2.0108806769946854,0.04698784083272937,0.848632725495443,447,True
SIM-LCO-40-02,LCO,35,0.5,80,3,False,1.9898075493976093,0.04698784083272937,0.8201392115110112,480,True
SIM-LCO-40-03,LCO,35,0.5,80,1,False,1.9824765023801152,0.04698784083272937,0.8320325507316528,466,True
SIM-LCO-41-01,LCO,35,1.0,80,2,False,1.973136759241835,0.0665,0.8370573891529042,320,True
SIM-LCO-41-02,LCO,35,1.0,80,3,False,1.999003798091557,0.0665,0.8435272567254648,314,True
SIM-LCO-41-03,LCO,35,1.0,80,1,False,2.0213899704157092,0.0665,0.8298842747899533,325,True
SIM-LCO-42-01,LCO,35,2.0,80,2,False,1.974755873365186,0.10832522878452985,0.8230398593817106,196,True
SIM-LCO-42-02,LCO,35,2.0,80,3,False,1.956824333140927,0.10832522878452985,0.8476412044970337,183,True
SIM-LCO-42-03,LCO,35,2.0,80,1,False,2.007494007447254,0.10832522878452985,0.837152407599573,189,True
SIM-LCO-43-01,LCO,45,0.5,80,2,False,2.0364116228887887,0.07419132763062532,0.8243320312408514,294,True
SIM-LCO-43-02,LCO,45,0.5,80,3,False,1.9582386282493278,0.07419132763062532,0.8283196544331631,291,True
SIM-LCO-43-03,LCO,45,0.5,80,1,False,1.9827750731960414,0.07419132763062532,0.845710221343172,278,True
SIM-LCO-44-01,LCO,45,1.0,80,2,False,2.022330207977701,0.10500000000000001,0.8320550895636443,198,True
SIM-LCO-44-02,LCO,45,1.0,80,3,False,1.9872660139784033,0.10500000000000001,0.8272037695608295,200,True
SIM-LCO-44-03,LCO,45,1.0,80,1,False,1.9469825804143526,0.10500000000000001,0.8374828699224997,195,True
SIM-LCO-45-01,LCO,45,2.0,80,2,False,2.010741145677531,0.1710398349229419,0.8227427286198831,117,True
SIM-LCO-45-02,LCO,45,2.0,80,3,False,2.006496584585491,0.1710398349229419,0.8411751472743451,111,True
SIM-LCO-45-03,LCO,45,2.0,80,1,False,2.024934256023629,0.1710398349229419,0.8223223390243334,117,True
SIM-LFP-46-01,LFP,23,1.0,80,2,False,1.1166034916361856,0.035,0.8339727357388985,629,True
SIM-LFP-46-02,LFP,23,1.0,80,3,False,1.075407919434889,0.035,0.821089822106051,649,True
SIM-LFP-46-03,LFP,23,1.0,80,1,False,1.085099207703105,0.035,0.8399400323350258,620,True
SIM-LFP-47-01,LFP,23,2.0,80,2,False,1.0843538993498878,0.05701327830764729,0.8206597347006188,391,True
SIM-LFP-47-02,LFP,23,2.0,80,3,False,1.0898128938624758,0.05701327830764729,0.8267390897229419,385,True
SIM-LFP-47-03,LFP,23,2.0,80,1,False,1.085292196182048,0.05701327830764729,0.8338289502065465,379,True
SIM-LFP-48-01,LFP,23,3.0,80,2,False,1.1140822009305338,0.080206113300458,0.8397024691159809,260,True
SIM-LFP-48-02,LFP,23,3.0,80,3,False,1.0608519792186764,0.080206113300458,0.8207157225259489,273,True
SIM-LFP-48-03,LFP,23,3.0,80,1,False,1.0658846084039382,0.080206113300458,0.8331586710751734,265,True
SIM-LFP-49-01,LFP,35,1.0,80,2,False,1.124183388278507,0.0665,0.8352009493835241,321,True
SIM-LFP-49-02,LFP,35,1.0,80,3,False,1.0910524928377847,0.0665,0.8318775414166455,324,True
SIM-LFP-49-03,LFP,35,1.0,80,1,False,1.0831892747045524,0.0665,0.8463871021050037,312,True
SIM-LFP-50-01,LFP,35,2.0,80,2,True,1.0452696359892246,0.10832522878452985,0.8262615061706342,194,True
SIM-LFP-50-02,LFP,35,2.0,80,3,False,1.0718203160859672,0.10832522878452985,0.8390190149079502,188,True
SIM-LFP-50-03,LFP,35,2.0,80,1,False,1.1020009466640548,0.10832522878452985,0.8427967763297194,186,True
SIM-LFP-51-01,LFP,35,3.0,80,2,False,1.1352538311477702,0.1523916152708702,0.8231442077878705,134,True
SIM-LFP-51-02,LFP,35,3.0,80,3,False,1.0959693886591921,0.1523916152708702,0.8359730569002796,129,True
SIM-LFP-51-03,LFP,35,3.0,80,1,False,1.0900826700270259,0.1523916152708702,0.848076673991774,125,True
